text,language,class,label,source_id,text_proc,n_chars,n_words,rep_unigram,rep_trigram,is_artifact,detected_lang_raw,detected_lang_conf,detected_lang,is_code_switched,split
"*Da yawa mafi girma da nono, mafi karami da kwakwalwa *..............buck wannan bitch da aka ƙalubalanci wannan",Hausa,2,Hate,2459,"*Da yawa mafi girma da nono, mafi karami da kwakwalwa *..............buck wannan bitch da aka ƙalubalanci wannan",112,17,0.0,0.0,False,hau_Latn,0.99994957447052,Hausa,False,train
"Gaskiya ne, mutane Fulani marasa laifi, wawaye, wataƙila ubansa da mahaifiyarsa ne suka aikata waɗannan laifuffukan.",Hausa,2,Hate,505,"Gaskiya ne, mutane Fulani marasa laifi, wawaye, wataƙila ubansa da mahaifiyarsa ne suka aikata waɗannan laifuffukan.",116,16,0.0,0.0,False,hau_Latn,1.0000057220458984,Hausa,False,train
Ka bar tawagarmu ba mu son ka ..,Hausa,0,Not Hate,4581,Ka bar tawagarmu ba mu son ka ..,32,8,0.0,0.0,False,hau_Latn,0.9998599290847778,Hausa,False,train
"Ta kasance wata yarinya ba, don haka me kuke tsammani, mutane da suka sanya addini a kan duk abin da wasu ciki har da su rayu da su 'yan adam, btw wanda ya damu da ita Epp, ta yi baff?",Hausa,2,Hate,4598,"Ta kasance wata yarinya ba, don haka me kuke tsammani, mutane da suka sanya addini a kan duk abin da wasu ciki har da su rayu da su 'yan adam, btw wanda ya damu da ita Epp, ta yi baff?",184,40,0.0,0.0,False,hau_Latn,1.000000238418579,Hausa,False,train
Labarin 'yan Adam shine labarin maza da mata da suka sayar da kansu gajere - Abraham Maslow.,Hausa,0,Not Hate,2024,Labarin 'yan Adam shine labarin maza da mata da suka sayar da kansu gajere - Abraham Maslow.,92,17,0.0,0.0,False,hau_Latn,1.000009298324585,Hausa,False,train
Guardiola na farko da Manchester City ta sanya hannu shi ne Ilkay Gundogan LINK,Hausa,0,Not Hate,3076,Guardiola na farko da Manchester City ta sanya hannu shi ne Ilkay Gundogan,74,13,0.0,0.0,False,hau_Latn,0.9998287558555604,Hausa,False,train
"Wadannan 'yan kabari, wadanda suka yi ritaya da suka kona motoci a Apo Mechanic a yau a Abuja ba za su iya sayen daya ba, wadannan yara fulani marasa karatu.",Hausa,2,Hate,848,"Wadannan 'yan kabari, wadanda suka yi ritaya da suka kona motoci a Apo Mechanic a yau a Abuja ba za su iya sayen daya ba, wadannan yara fulani marasa karatu.",157,30,0.0,0.0,False,hau_Latn,0.9999105930328368,Hausa,False,train
"Femi ba zai takaici ba, Yoruba maza suna da ilimi da kuma horo.",Hausa,0,Not Hate,2422,"Femi ba zai takaici ba, Yoruba maza suna da ilimi da kuma horo.",63,13,0.0,0.0,False,hau_Latn,1.000003695487976,Hausa,False,train
Wata mace za ta kwana da wani dan negro mai kudi kawai saboda ba ta da mata isa ta samu kanta shit .,Hausa,2,Hate,799,Wata mace za ta kwana da wani dan negro mai kudi kawai saboda ba ta da mata isa ta samu kanta shit .,100,23,0.0,0.0,False,hau_Latn,0.9999983310699464,Hausa,False,train
Daga cikin lay lay,Hausa,0,Not Hate,3210,Daga cikin lay lay,18,4,0.25,0.0,False,hau_Latn,0.9975026845932008,Hausa,False,train
